はすみ,,,1,名詞,固有名詞,人名,一般,*,*,はすみ,ハスミ,ハスミ
にゃーん,,,1,感動詞,*,*,*,*,*,にゃーん,ニャーン,ニャーン
にゃん,,,1,感動詞,*,*,*,*,*,にゃん,ニャン,ニャン
ぷよよよよんよ,,,1,名詞,一般,*,*,*,*,ぷよよよよんよ,プヨヨヨヨンヨ,プヨヨヨヨンヨ
ぷよよん,,,1,名詞,一般,*,*,*,*,ぷよよん,プヨヨン,プヨヨン
あるある,,,1,名詞,一般,*,*,*,*,あるある,アルアル,アルアル
ぎゃくきうじん,,,1,名詞,一般,*,*,*,*,ぎゃくきうじん,ギャウキウジン,ギャクキウジン
てあ,,,1,名詞,固有名詞,人名,一般,*,*,てあ,テア,テア
